parcel_id,apprlnd,apprbld,apprtot,landuse,school,pclass,staddr,usps_city,taxdesi,area_a,rooms,baths,bedrms,nostory,yearblt,proptyp,point_x,point_y,source_year,taxdist_code,staddr_norm,stories_x_sqft,sqft_prev,delta_sqft
171-001614,92900.0,322900.0,415800.0,510,4505,R,7807 NARROW LEAF CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2360.0,7,2,4,20.0,2012.0,,1889038.57894,734257.778564,2024,171,7807 NARROW LEAF COURT,47200.0,2360.0,0.0
171-001613,97400.0,281800.0,379200.0,510,4505,R,7813 NARROW LEAF CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2530.0,8,2,4,20.0,2007.0,,1889030.29607,734368.217976,2024,171,7813 NARROW LEAF COURT,50600.0,2530.0,0.0
170-002640,100300.0,230200.0,330500.0,510,2506,R,385 STREAMWATER DR,Blacklick,JEFFERSON TOWNSHIP,1874.0,6,2,4,20.0,2000.0,,1883097.89364,725645.549234,2024,170,385 STREAMWATER DRIVE,37480.0,1874.0,0.0
170-002639,100300.0,243400.0,343700.0,510,2506,R,377 STREAMWATER DR,Blacklick,JEFFERSON TOWNSHIP,2078.0,7,2,3,20.0,2001.0,,1883093.94967,725580.649019,2024,170,377 STREAMWATER DRIVE,41560.0,2078.0,0.0
171-001611,89400.0,231200.0,320600.0,510,4505,R,1599 CLIMBING FIG DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2101.0,5,2,3,10.0,2006.0,,1889153.99989,734299.024381,2024,171,1599 CLIMBING FIG DRIVE,21010.0,2101.0,0.0
171-001610,89400.0,332200.0,421600.0,510,4505,R,1593 CLIMBING FIG DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2401.0,9,2,4,20.0,2011.0,,1889157.33321,734224.1004,2024,171,1593 CLIMBING FIG DRIVE,48020.0,2401.0,0.0
171-001609,89400.0,314400.0,403800.0,510,4505,R,1587 CLIMBING FIG DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2800.0,8,2,4,20.0,2014.0,,1889160.669,734149.188312,2024,171,1587 CLIMBING FIG DRIVE,56000.0,2800.0,0.0
170-002653,90300.0,235200.0,325500.0,510,2506,R,436 STREAMWATER DR,Blacklick,JEFFERSON TOWNSHIP,1930.0,7,2,4,20.0,1999.0,,1883306.92169,726038.750957,2024,170,436 STREAMWATER DRIVE,38600.0,1930.0,0.0
170-002657,90000.0,212400.0,302400.0,510,2506,R,394 STREAMWATER DR,Blacklick,JEFFERSON TOWNSHIP,1610.0,6,2,3,20.0,2000.0,,1883286.52885,725693.891493,2024,170,394 STREAMWATER DRIVE,32200.0,1610.0,0.0
170-002656,90000.0,229400.0,319400.0,510,2506,R,7622 ELGIN TRAIL DR,Blacklick,JEFFERSON TOWNSHIP,1895.0,8,2,4,20.0,2000.0,,1883294.83961,725831.864478,2024,170,7622 ELGIN TRAIL DRIVE,37900.0,1895.0,0.0
170-002655,90300.0,230500.0,320800.0,510,2506,R,420 STREAMWATER DR,Blacklick,JEFFERSON TOWNSHIP,1764.0,7,2,3,20.0,2002.0,,1883299.05794,725908.951348,2024,170,420 STREAMWATER DRIVE,35280.0,1764.0,0.0
171-001612,88500.0,320700.0,409200.0,510,4505,R,7849 NARROW LEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,3096.0,8,2,4,20.0,2006.0,,1889149.17132,734395.860227,2024,171,7849 NARROW LEAF DRIVE,61920.0,3096.0,0.0
170-002662,90000.0,264800.0,354800.0,510,2506,R,334 STREAMWATER DR,Blacklick,JEFFERSON TOWNSHIP,2146.0,8,2,4,20.0,2000.0,,1883260.34452,725272.498389,2024,170,334 STREAMWATER DRIVE,42920.0,2146.0,0.0
170-002660,90000.0,227700.0,317700.0,510,2506,R,368 STREAMWATER DR,Blacklick,JEFFERSON TOWNSHIP,1836.0,8,2,4,20.0,2000.0,,1883274.05881,725489.927416,2024,170,368 STREAMWATER DRIVE,36720.0,1836.0,0.0
170-002659,88500.0,258300.0,346800.0,510,2506,R,376 STREAMWATER DR,Blacklick,JEFFERSON TOWNSHIP,2306.0,7,2,4,20.0,2001.0,,1883278.02698,725562.046284,2024,170,376 STREAMWATER DRIVE,46120.0,2306.0,0.0
170-002658,88500.0,233300.0,321800.0,510,2506,R,384 STREAMWATER DR,Blacklick,JEFFERSON TOWNSHIP,1782.0,5,2,3,20.0,2001.0,,1883281.60637,725621.94979,2024,170,384 STREAMWATER DRIVE,35640.0,1782.0,0.0
171-001605,49000.0,163700.0,212700.0,550,4505,R,1385 GERANIUM DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1228.0,6,1,3,20.0,2005.0,,1888518.4266,733295.390397,2024,171,1385 GERANIUM DRIVE,24560.0,1228.0,0.0
171-001604,49000.0,190700.0,239700.0,550,4505,R,1383 GERANIUM DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1584.0,5,2,3,20.0,2005.0,,1888502.32673,733258.736107,2024,171,1383 GERANIUM DRIVE,31680.0,1584.0,0.0
170-002663,90000.0,228200.0,318200.0,510,2506,R,328 STREAMWATER DR,Blacklick,JEFFERSON TOWNSHIP,1744.0,7,2,3,20.0,2000.0,,1883255.82517,725190.507903,2024,170,328 STREAMWATER DRIVE,34880.0,1744.0,0.0
170-002661,90000.0,249400.0,339400.0,510,2506,R,342 STREAMWATER DR,Blacklick,JEFFERSON TOWNSHIP,2027.0,7,2,3,20.0,2000.0,,1883265.8272,725354.481903,2024,170,342 STREAMWATER DRIVE,40540.0,2027.0,0.0
170-002618,170000.0,477600.0,647600.0,510,2506,R,7027 PRINCEVILLE CT,Blacklick,JEFFERSON TOWNSHIP,3732.0,7,3,3,20.0,1999.0,,1878099.27872,731358.298635,2024,170,7027 PRINCEVILLE COURT,74640.0,3732.0,0.0
171-001626,85900.0,313400.0,399300.0,510,4505,R,7860 NARROW LEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2280.0,6,2,3,10.0,2012.0,,1889283.94918,734556.113762,2024,171,7860 NARROW LEAF DRIVE,22800.0,2280.0,0.0
171-001625,85900.0,297100.0,383000.0,510,4505,R,7854 NARROW LEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1805.0,6,2,3,10.0,2014.0,,1889214.10188,734560.838162,2024,171,7854 NARROW LEAF DRIVE,18050.0,1805.0,0.0
171-001623,88500.0,297100.0,385600.0,510,4505,R,7842 NARROW LEAF CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2455.0,8,2,4,20.0,2012.0,,1889069.71938,734573.303278,2024,171,7842 NARROW LEAF COURT,49100.0,2455.0,0.0
170-002621,170000.0,522800.0,692800.0,510,2506,R,6979 PRINCEVILLE CT,Blacklick,JEFFERSON TOWNSHIP,3311.0,8,3,4,20.0,2001.0,,1877887.70188,731084.365046,2024,170,6979 PRINCEVILLE COURT,66220.0,3311.0,0.0
170-002622,170000.0,569700.0,739700.0,510,2506,R,6961 PRINCEVILLE CT,Blacklick,JEFFERSON TOWNSHIP,3009.0,8,3,4,20.0,2001.0,,1877828.12646,730988.561432,2024,170,6961 PRINCEVILLE COURT,60180.0,3009.0,0.0
170-002620,170000.0,475100.0,645100.0,510,2506,R,6993 PRINCEVILLE CT,Blacklick,JEFFERSON TOWNSHIP,3356.0,8,3,4,20.0,2001.0,,1877948.5962,731162.712576,2024,170,6993 PRINCEVILLE COURT,67120.0,3356.0,0.0
170-002619,170000.0,467100.0,637100.0,510,2506,R,7007 PRINCEVILLE CT,Blacklick,JEFFERSON TOWNSHIP,3246.0,7,3,3,10.0,2000.0,,1878003.17819,731247.823134,2024,170,7007 PRINCEVILLE COURT,32460.0,3246.0,0.0
170-002626,170000.0,624100.0,794100.0,510,2506,R,6976 PRINCEVILLE CT,Blacklick,JEFFERSON TOWNSHIP,4479.0,7,3,3,20.0,1999.0,,1877678.19402,731230.627877,2024,170,6976 PRINCEVILLE COURT,89580.0,4479.0,0.0
170-002625,170000.0,728200.0,898200.0,510,2506,R,6964 PRINCEVILLE CT,Blacklick,JEFFERSON TOWNSHIP,3776.0,8,3,4,20.0,2000.0,,1877565.05981,731171.811967,2024,170,6964 PRINCEVILLE COURT,75520.0,3776.0,0.0
170-002624,170000.0,923600.0,1093600.0,510,2506,R,6954 PRINCEVILLE CT,Blacklick,JEFFERSON TOWNSHIP,4247.0,11,5,6,20.0,2004.0,,1877600.17006,731001.818869,2024,170,6954 PRINCEVILLE COURT,84940.0,4247.0,0.0
170-002623,170000.0,611600.0,781600.0,510,2506,R,6951 PRINCEVILLE CT,Blacklick,JEFFERSON TOWNSHIP,3893.0,8,4,4,20.0,2000.0,,1877699.45997,730877.276385,2024,170,6951 PRINCEVILLE COURT,77860.0,3893.0,0.0
170-002629,90000.0,271300.0,361300.0,510,2506,R,7522 BLACKLICK RIDGE BL,Blacklick,JEFFERSON TOWNSHIP,2454.0,8,2,3,20.0,1999.0,,1882665.37646,725271.544076,2024,170,7522 BLACKLICK RIDGE BL,49080.0,2454.0,0.0
170-002630,90000.0,233200.0,323200.0,510,2506,R,7534 BLACKLICK RIDGE BL,Blacklick,JEFFERSON TOWNSHIP,1849.0,8,2,3,20.0,2001.0,,1882726.50987,725250.231373,2024,170,7534 BLACKLICK RIDGE BL,36980.0,1849.0,0.0
170-002628,170000.0,549700.0,719700.0,510,2506,R,7010 PRINCEVILLE CT,Blacklick,JEFFERSON TOWNSHIP,3571.0,8,3,4,20.0,1999.0,,1877880.60421,731376.817709,2024,170,7010 PRINCEVILLE COURT,71420.0,3571.0,0.0
170-002627,170000.0,571600.0,741600.0,510,2506,R,6990 PRINCEVILLE CT,Blacklick,JEFFERSON TOWNSHIP,3348.0,8,4,4,20.0,1999.0,,1877774.6903,731285.054031,2024,170,6990 PRINCEVILLE COURT,66960.0,3348.0,0.0
170-002664,90000.0,274400.0,364400.0,510,2506,R,310 STREAMWATER CT,Blacklick,JEFFERSON TOWNSHIP,2518.0,7,2,3,20.0,2000.0,,1883247.72397,725057.619389,2024,170,310 STREAMWATER COURT,50360.0,2518.0,0.0
171-001607,49000.0,167500.0,216500.0,550,4505,R,1389 GERANIUM DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1584.0,5,2,3,20.0,2005.0,,1888509.04957,733370.889754,2024,171,1389 GERANIUM DRIVE,31680.0,1584.0,0.0
171-001608,63100.0,179200.0,242300.0,511,4505,R,7343 WENGERT RD,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1654.0,7,2,3,20.0,1997.0,,1884029.25128,729314.50269,2024,171,7343 WENGERT ROAD,33080.0,1654.0,0.0
171-001606,49000.0,159800.0,208800.0,550,4505,R,1387 GERANIUM DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1330.0,5,2,2,10.0,2005.0,,1888509.90956,733333.770816,2024,171,1387 GERANIUM DRIVE,13300.0,1330.0,0.0
170-002668,90000.0,310600.0,400600.0,510,2506,R,276 STREAMWATER CT,Blacklick,JEFFERSON TOWNSHIP,2457.0,9,2,4,20.0,1999.0,,1883258.34936,724759.891146,2024,170,276 STREAMWATER COURT,49140.0,2457.0,0.0
170-002667,90000.0,211300.0,301300.0,510,2506,R,284 STREAMWATER CT,Blacklick,JEFFERSON TOWNSHIP,1473.0,6,2,3,20.0,1999.0,,1883251.00398,724853.92065,2024,170,284 STREAMWATER COURT,29460.0,1473.0,0.0
170-002666,90000.0,235200.0,325200.0,510,2506,R,294 STREAMWATER CT,Blacklick,JEFFERSON TOWNSHIP,1837.0,7,2,3,20.0,1999.0,,1883246.0528,724922.958815,2024,170,294 STREAMWATER COURT,36740.0,1837.0,0.0
170-002665,90000.0,212800.0,302800.0,510,2506,R,302 STREAMWATER CT,Blacklick,JEFFERSON TOWNSHIP,1784.0,8,2,4,20.0,1999.0,,1883242.96922,724988.201467,2024,170,302 STREAMWATER COURT,35680.0,1784.0,0.0
170-002672,90000.0,336200.0,426200.0,510,2506,R,285 STREAMWATER CT,Blacklick,JEFFERSON TOWNSHIP,2554.0,7,2,3,20.0,1999.0,,1883046.74012,724866.266015,2024,170,285 STREAMWATER COURT,51080.0,2554.0,0.0
170-002671,90000.0,233500.0,323500.0,510,2506,R,277 STREAMWATER CT,Blacklick,JEFFERSON TOWNSHIP,1827.0,7,2,3,20.0,1999.0,,1883027.41109,724772.183198,2024,170,277 STREAMWATER COURT,36540.0,1827.0,0.0
170-002669,90000.0,258900.0,348900.0,510,2506,R,270 STREAMWATER CT,Blacklick,JEFFERSON TOWNSHIP,2160.0,6,2,3,20.0,1999.0,,1883200.09816,724700.658981,2024,170,270 STREAMWATER COURT,43200.0,2160.0,0.0
170-002670,90000.0,268200.0,358200.0,510,2506,R,269 STREAMWATER CT,Blacklick,JEFFERSON TOWNSHIP,1736.0,6,3,3,20.0,1999.0,,1883081.04779,724707.915774,2024,170,269 STREAMWATER COURT,34720.0,1736.0,0.0
170-002676,90000.0,230400.0,320400.0,510,2506,R,316 WESTERKIRK DR,Blacklick,JEFFERSON TOWNSHIP,1744.0,6,2,3,20.0,2000.0,,1882940.49771,725071.684322,2024,170,316 WESTERKIRK DRIVE,34880.0,1744.0,0.0
170-002675,90000.0,263400.0,353400.0,510,2506,R,311 STREAMWATER CT,Blacklick,JEFFERSON TOWNSHIP,1898.0,8,2,4,20.0,1999.0,,1883068.19595,725062.964277,2024,170,311 STREAMWATER COURT,37960.0,1898.0,0.0
170-002674,90000.0,228800.0,318800.0,510,2506,R,301 STREAMWATER CT,Blacklick,JEFFERSON TOWNSHIP,1837.0,6,2,3,20.0,1999.0,,1883063.68521,724989.019625,2024,170,301 STREAMWATER COURT,36740.0,1837.0,0.0
170-002673,90000.0,205000.0,295000.0,510,2506,R,293 STREAMWATER CT,Blacklick,JEFFERSON TOWNSHIP,1488.0,6,2,3,20.0,2000.0,,1883059.92374,724929.19609,2024,170,293 STREAMWATER COURT,29760.0,1488.0,0.0
171-001629,85900.0,303300.0,389200.0,510,4505,R,7878 NARROW LEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2868.0,8,2,4,20.0,2007.0,,1889493.49765,734542.141513,2024,171,7878 NARROW LEAF DRIVE,57360.0,2868.0,0.0
171-001628,85900.0,332800.0,418700.0,510,4505,R,7872 NARROW LEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2624.0,6,2,4,20.0,2013.0,,1889423.64871,734546.804397,2024,171,7872 NARROW LEAF DRIVE,52480.0,2624.0,0.0
171-001627,85900.0,311200.0,397100.0,510,4505,R,7866 NARROW LEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2457.0,8,2,4,20.0,2012.0,,1889353.79936,734551.475484,2024,171,7866 NARROW LEAF DRIVE,49140.0,2457.0,0.0
170-002611,170000.0,407200.0,577200.0,510,2506,R,1163 ELKHORN DR,Blacklick,JEFFERSON TOWNSHIP,2986.0,8,3,4,20.0,1999.0,,1878438.02476,730824.489827,2024,170,1163 ELKHORN DRIVE,59720.0,2986.0,0.0
170-002610,170000.0,474800.0,644800.0,510,2506,R,961 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,3274.0,8,3,4,20.0,2001.0,,1878440.85612,730710.578064,2024,170,961 POPPY HILLS DRIVE,65480.0,3274.0,0.0
170-002609,170000.0,523700.0,693700.0,510,2506,R,943 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,3133.0,8,4,4,20.0,1999.0,,1878301.90545,730734.638055,2024,170,943 POPPY HILLS DRIVE,62660.0,3133.0,0.0
171-001630,85900.0,313500.0,399400.0,510,4505,R,7884 NARROW LEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2246.0,6,2,3,10.0,2012.0,,1889563.34823,734537.475348,2024,171,7884 NARROW LEAF DRIVE,22460.0,2246.0,0.0
170-002615,170000.0,498900.0,668900.0,510,2506,R,1178 ELKHORN DR,Blacklick,JEFFERSON TOWNSHIP,3074.0,8,3,3,20.0,1999.0,,1878663.26587,730935.626416,2024,170,1178 ELKHORN DRIVE,61480.0,3074.0,0.0
170-002613,170000.0,555300.0,725300.0,510,2506,R,997 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,3608.0,9,4,3,20.0,1999.0,,1878649.25794,730698.118279,2024,170,997 POPPY HILLS DRIVE,72160.0,3608.0,0.0
170-002614,170000.0,455500.0,625500.0,510,2506,R,1160 ELKHORN DR,Blacklick,JEFFERSON TOWNSHIP,3203.0,8,3,4,20.0,1999.0,,1878649.38835,730811.324663,2024,170,1160 ELKHORN DRIVE,64060.0,3203.0,0.0
170-002612,170000.0,1196300.0,1366300.0,510,2506,R,1195 ELKHORN DR,Blacklick,JEFFERSON TOWNSHIP,6934.0,11,6,5,20.0,2007.0,,1878463.54801,731007.381522,2024,170,1195 ELKHORN DRIVE,138680.0,6934.0,0.0
171-001624,86600.0,256200.0,342800.0,510,4505,R,7848 NARROW LEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1822.0,7,2,4,20.0,2013.0,,1889142.7294,734566.394663,2024,171,7848 NARROW LEAF DRIVE,36440.0,1822.0,0.0
171-001622,92900.0,237700.0,330600.0,510,4505,R,7836 NARROW LEAF CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2088.0,7,2,3,10.0,2007.0,,1888992.65178,734571.643176,2024,171,7836 NARROW LEAF COURT,20880.0,2088.0,0.0
170-002617,170000.0,583100.0,753100.0,510,2506,R,1236 ELKHORN DR,Blacklick,JEFFERSON TOWNSHIP,4065.0,9,3,4,15.0,2000.0,,1878640.06217,731419.993065,2024,170,1236 ELKHORN DRIVE,60975.0,4065.0,0.0
170-002616,170000.0,911300.0,1081300.0,510,2506,R,1220 ELKHORN DR,Blacklick,JEFFERSON TOWNSHIP,3625.0,8,4,3,10.0,2004.0,,1878660.90162,731277.88623,2024,170,1220 ELKHORN DRIVE,36250.0,3625.0,0.0
171-001602,49000.0,190700.0,239700.0,550,4505,R,1379 GERANIUM DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1584.0,5,2,3,20.0,2005.0,,1888499.43673,733181.762836,2024,171,1379 GERANIUM DRIVE,31680.0,1584.0,0.0
171-001601,0.0,0.0,0.0,660,4505,E,PRAIRIE WILLOW DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,,0,0,0,,,,1884793.75844,731581.732407,2024,171,PRAIRIE WILLOW DRIVE,,,
171-001599,81200.0,270600.0,351800.0,510,4505,R,1108 GOLDEN WILLOW PL,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2122.0,6,2,4,20.0,2009.0,,1884530.60649,731627.29416,2024,171,1108 GOLDEN WILLOW PL,42440.0,2122.0,0.0
171-001600,80600.0,295600.0,376200.0,510,4505,R,1102 GOLDEN WILLOW PL,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2290.0,8,2,4,20.0,2008.0,,1884592.6815,731612.581263,2024,171,1102 GOLDEN WILLOW PL,45800.0,2290.0,0.0
170-002680,88500.0,253900.0,342400.0,510,2506,R,284 WESTERKIRK DR,Blacklick,JEFFERSON TOWNSHIP,2036.0,6,2,3,20.0,2000.0,,1882923.72527,724822.297107,2024,170,284 WESTERKIRK DRIVE,40720.0,2036.0,0.0
170-002679,88500.0,229800.0,318300.0,510,2506,R,292 WESTERKIRK DR,Blacklick,JEFFERSON TOWNSHIP,1686.0,6,2,3,20.0,2001.0,,1882927.55237,724882.098907,2024,170,292 WESTERKIRK DRIVE,33720.0,1686.0,0.0
170-002677,88500.0,217400.0,305900.0,510,2506,R,308 WESTERKIRK DR,Blacklick,JEFFERSON TOWNSHIP,1615.0,6,2,3,10.0,2000.0,,1882935.20245,725001.700456,2024,170,308 WESTERKIRK DRIVE,16150.0,1615.0,0.0
170-002678,88500.0,196500.0,285000.0,510,2506,R,300 WESTERKIRK DR,Blacklick,JEFFERSON TOWNSHIP,1490.0,6,2,3,20.0,2001.0,,1882931.38479,724941.900297,2024,170,300 WESTERKIRK DRIVE,29800.0,1490.0,0.0
171-001603,49000.0,148100.0,197100.0,550,4505,R,1381 GERANIUM DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1330.0,5,2,2,10.0,2005.0,,1888502.25045,733215.95404,2024,171,1381 GERANIUM DRIVE,13300.0,1330.0,0.0
170-002683,90000.0,304600.0,394600.0,510,2506,R,7535 BUNKER RIDGE CT,Blacklick,JEFFERSON TOWNSHIP,1939.0,8,2,4,20.0,2006.0,,1882765.8729,724746.512318,2024,170,7535 BUNKER RIDGE COURT,38780.0,1939.0,0.0
170-002682,58600.0,178400.0,237000.0,510,2506,R,268 WESTERKIRK DR,Blacklick,JEFFERSON TOWNSHIP,1774.0,7,2,3,20.0,2001.0,,1882915.93658,724701.094512,2024,170,268 WESTERKIRK DRIVE,35480.0,1774.0,0.0
170-002681,88500.0,239200.0,327700.0,510,2506,R,276 WESTERKIRK DR,Blacklick,JEFFERSON TOWNSHIP,1836.0,6,2,3,20.0,2002.0,,1882919.89736,724762.498999,2024,170,276 WESTERKIRK DRIVE,36720.0,1836.0,0.0
171-001596,100000.0,225300.0,325300.0,510,4505,R,1459 N WAGGONER RD,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2250.0,5,1,3,20.0,1900.0,,1887107.17327,733767.154956,2024,171,1459 WAGGONER ROAD,45000.0,2250.0,0.0
171-001595,78000.0,265600.0,343600.0,510,4505,R,1227 CLOVERVIEW ST,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2592.0,8,2,5,20.0,2006.0,,1886892.28074,733041.556013,2024,171,1227 CLOVERVIEW STREET,51840.0,2592.0,0.0
170-002685,90000.0,256700.0,346700.0,510,2506,R,7545 BLACKLICK RIDGE BL,Blacklick,JEFFERSON TOWNSHIP,1782.0,6,2,3,20.0,2001.0,,1882786.46505,725054.396791,2024,170,7545 BLACKLICK RIDGE BL,35640.0,1782.0,0.0
170-002686,90000.0,243200.0,333200.0,510,2506,R,7537 BLACKLICK RIDGE BL,Blacklick,JEFFERSON TOWNSHIP,1889.0,7,2,3,20.0,2001.0,,1882711.79862,725060.363806,2024,170,7537 BLACKLICK RIDGE BL,37780.0,1889.0,0.0
170-002684,90000.0,232600.0,322600.0,510,2506,R,7536 BUNKER RIDGE CT,Blacklick,JEFFERSON TOWNSHIP,1936.0,8,2,4,20.0,1999.0,,1882777.43128,724928.195025,2024,170,7536 BUNKER RIDGE COURT,38720.0,1936.0,0.0
170-002595,170000.0,424400.0,594400.0,510,2506,R,958 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,3046.0,8,3,4,20.0,2000.0,,1878455.94632,730519.837385,2024,170,958 POPPY HILLS DRIVE,60920.0,3046.0,0.0
171-001635,89400.0,305100.0,394500.0,510,4505,R,7914 NARROW LEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2856.0,7,2,4,20.0,2006.0,,1889911.49427,734483.736528,2024,171,7914 NARROW LEAF DRIVE,57120.0,2856.0,0.0
171-001634,88500.0,331300.0,419800.0,510,4505,R,7908 NARROW LEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2106.0,6,2,3,10.0,2009.0,,1889842.046,734509.33646,2024,171,7908 NARROW LEAF DRIVE,21060.0,2106.0,0.0
170-002600,170000.0,594000.0,764000.0,510,2506,R,853 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,3247.0,9,4,5,20.0,2003.0,,1878029.9096,730121.016005,2024,170,853 POPPY HILLS DRIVE,64940.0,3247.0,0.0
170-002599,170000.0,630400.0,800400.0,510,2506,R,833 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,3349.0,8,4,4,20.0,2003.0,,1877955.76687,730052.823064,2024,170,833 POPPY HILLS DRIVE,66980.0,3349.0,0.0
170-002597,170000.0,418000.0,588000.0,510,2506,R,916 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,2888.0,8,2,4,20.0,2002.0,,1878265.41028,730421.279512,2024,170,916 POPPY HILLS DRIVE,57760.0,2888.0,0.0
170-002598,170000.0,423600.0,593600.0,510,2506,R,815 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,2601.0,6,3,3,10.0,2000.0,,1877851.33713,729996.900029,2024,170,815 POPPY HILLS DRIVE,26010.0,2601.0,0.0
170-002596,170000.0,484400.0,654400.0,510,2506,R,940 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,2473.0,7,3,2,10.0,2001.0,,1878346.89388,730520.101903,2024,170,940 POPPY HILLS DRIVE,24730.0,2473.0,0.0
170-002603,170000.0,456400.0,626400.0,510,2506,R,6999 SUN VALLEY CT,Blacklick,JEFFERSON TOWNSHIP,3295.0,8,3,4,10.0,2001.0,,1877954.30034,730348.521701,2024,170,6999 SUN VALLEY COURT,32950.0,3295.0,0.0
170-002602,170000.0,390900.0,560900.0,510,2506,R,7011 SUN VALLEY CT,Blacklick,JEFFERSON TOWNSHIP,2658.0,6,2,2,10.0,2001.0,,1878068.18586,730343.258424,2024,170,7011 SUN VALLEY COURT,26580.0,2658.0,0.0
170-002601,170000.0,604600.0,774600.0,510,2506,R,871 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,3472.0,8,3,4,20.0,2002.0,,1878042.83486,730218.922223,2024,170,871 POPPY HILLS DRIVE,69440.0,3472.0,0.0
170-002608,170000.0,482600.0,652600.0,510,2506,R,931 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,3337.0,8,3,4,20.0,2001.0,,1878186.25156,730673.20076,2024,170,931 POPPY HILLS DRIVE,66740.0,3337.0,0.0
170-002607,170000.0,780000.0,950000.0,510,2506,R,917 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,5618.0,11,5,6,20.0,2007.0,,1878127.00587,730549.140969,2024,170,917 POPPY HILLS DRIVE,112360.0,5618.0,0.0
170-002605,170000.0,550000.0,720000.0,510,2506,R,6998 SUN VALLEY CT,Blacklick,JEFFERSON TOWNSHIP,3263.0,7,2,3,20.0,2001.0,,1877874.32387,730557.085507,2024,170,6998 SUN VALLEY COURT,65260.0,3263.0,0.0
170-002606,170000.0,558000.0,728000.0,510,2506,R,7008 SUN VALLEY DR,Blacklick,JEFFERSON TOWNSHIP,4109.0,9,3,5,20.0,2000.0,,1878023.29216,730608.540046,2024,170,7008 SUN VALLEY DRIVE,82180.0,4109.0,0.0
170-002604,170000.0,646900.0,816900.0,510,2506,R,6991 SUN VALLEY CT,Blacklick,JEFFERSON TOWNSHIP,2987.0,7,3,3,10.0,2003.0,,1877823.3389,730449.416759,2024,170,6991 SUN VALLEY COURT,29870.0,2987.0,0.0
170-002687,90000.0,250000.0,340000.0,510,2506,R,7529 BLACKLICK RIDGE BL,Blacklick,JEFFERSON TOWNSHIP,2014.0,8,2,4,20.0,2000.0,,1882644.52882,725069.626829,2024,170,7529 BLACKLICK RIDGE BL,40280.0,2014.0,0.0
171-001598,81200.0,216000.0,297200.0,510,4505,R,1114 GOLDEN WILLOW PL,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1480.0,5,2,3,10.0,2007.0,,1884475.16738,731629.570238,2024,171,1114 GOLDEN WILLOW PL,14800.0,1480.0,0.0
171-001597,0.0,0.0,0.0,660,4505,E,1459 WAGGONER RD,Blacklick,N,,0,0,0,,,,733372.631877,,2024,171,1459 WAGGONER ROAD,,,
170-002691,90000.0,283000.0,373000.0,510,2506,R,7499 BLACKLICK RIDGE BL,Blacklick,JEFFERSON TOWNSHIP,2454.0,8,2,4,20.0,1999.0,,1882423.06929,725214.346438,2024,170,7499 BLACKLICK RIDGE BL,49080.0,2454.0,0.0
