street_norm,year,parcels,total_sqft,net_delta_sqft,run_count
,2014,1,0.0,0.0,0.0
,2015,1,0.0,0.0,0.0
,2016,19,0.0,0.0,0.0
,2017,10,0.0,0.0,0.0
,2018,10,0.0,0.0,0.0
,2019,10,0.0,0.0,0.0
,2020,10,0.0,0.0,0.0
,2021,8,0.0,0.0,0.0
,2022,14,4025.0,0.0,0.0
,2023,9,1815.0,0.0,0.0
,2024,10,2823.0,0.0,0.0
- 1687 TAYLOR ROAD,2022,1,0.0,0.0,0.0
- 1687 TAYLOR ROAD,2023,1,0.0,0.0,0.0
- 1687 TAYLOR ROAD,2024,1,0.0,0.0,0.0
- 360 WAGGONER ROAD,2017,1,0.0,0.0,0.0
- 360 WAGGONER ROAD,2019,1,0.0,0.0,0.0
- 360 WAGGONER ROAD,2020,1,0.0,0.0,0.0
- 360 WAGGONER ROAD,2021,1,0.0,0.0,0.0
- 360 WAGGONER ROAD,2022,1,0.0,0.0,0.0
- 360 WAGGONER ROAD,2023,1,0.0,0.0,0.0
- 360 WAGGONER ROAD,2024,1,0.0,0.0,0.0
- 4328 HAMILTON ROAD,2016,1,0.0,0.0,0.0
- 4328 HAMILTON ROAD,2017,1,2986.0,0.0,0.0
- 4328 HAMILTON ROAD,2018,1,2986.0,0.0,0.0
- 4328 HAMILTON ROAD,2019,1,2986.0,0.0,0.0
- 4328 HAMILTON ROAD,2020,1,2986.0,0.0,0.0
- 4328 HAMILTON ROAD,2021,1,2986.0,0.0,0.0
- 4328 HAMILTON ROAD,2022,1,2986.0,0.0,0.0
- 4328 HAMILTON ROAD,2023,1,2986.0,0.0,0.0
- 4328 HAMILTON ROAD,2024,1,2986.0,0.0,0.0
- 565 REYNOLDSBURG NEW ROAD,2016,1,0.0,0.0,0.0
- 565 REYNOLDSBURG NEW ROAD,2017,1,993.0,0.0,0.0
- 565 REYNOLDSBURG NEW ROAD,2018,1,993.0,0.0,0.0
- 565 REYNOLDSBURG NEW ROAD,2019,1,993.0,0.0,0.0
- 565 REYNOLDSBURG NEW ROAD,2020,1,993.0,0.0,0.0
- 565 REYNOLDSBURG NEW ROAD,2021,1,993.0,0.0,0.0
- 565 REYNOLDSBURG NEW ROAD,2022,1,993.0,0.0,0.0
- 565 REYNOLDSBURG NEW ROAD,2023,1,993.0,0.0,0.0
- 565 REYNOLDSBURG NEW ROAD,2024,1,993.0,0.0,0.0
- 596 REYN NEW ALBANY ROAD,2016,1,0.0,0.0,0.0
- 596 REYN NEW ALBANY ROAD,2017,1,0.0,0.0,0.0
- 596 REYN NEW ALBANY ROAD,2018,1,0.0,0.0,0.0
- 596 REYN NEW ALBANY ROAD,2019,1,0.0,0.0,0.0
- 596 REYN NEW ALBANY ROAD,2020,1,0.0,0.0,0.0
- 596 REYN NEW ALBANY ROAD,2021,1,0.0,0.0,0.0
- 596 REYN NEW ALBANY ROAD,2022,1,0.0,0.0,0.0
- 596 REYN NEW ALBANY ROAD,2023,1,0.0,0.0,0.0
- 596 REYN NEW ALBANY ROAD,2024,1,0.0,0.0,0.0
- 6539 BROAD STREET,2016,1,0.0,0.0,0.0
- 6539 BROAD STREET,2017,1,0.0,0.0,0.0
- 6539 BROAD STREET,2018,1,0.0,0.0,0.0
- 6539 BROAD STREET,2019,1,0.0,0.0,0.0
- 6539 BROAD STREET,2020,1,0.0,0.0,0.0
- 6539 BROAD STREET,2021,1,0.0,0.0,0.0
- 6539 BROAD STREET,2022,1,0.0,0.0,0.0
- 6539 BROAD STREET,2023,1,0.0,0.0,0.0
- 6539 BROAD STREET,2024,1,0.0,0.0,0.0
- 659 EASTGATE PW,2021,1,0.0,0.0,0.0
- 6619 BROAD STREET,2016,1,0.0,0.0,0.0
- 6619 BROAD STREET,2017,1,0.0,0.0,0.0
- 6619 BROAD STREET,2018,1,0.0,0.0,0.0
- 6619 BROAD STREET,2019,1,0.0,0.0,0.0
- 6619 BROAD STREET,2020,1,0.0,0.0,0.0
- 6619 BROAD STREET,2021,1,0.0,0.0,0.0
- 6619 BROAD STREET,2022,1,0.0,0.0,0.0
- 6619 BROAD STREET,2023,1,0.0,0.0,0.0
- 6619 BROAD STREET,2024,1,0.0,0.0,0.0
- 6640 TAYLOR ROAD,2016,1,0.0,0.0,0.0
- 6640 TAYLOR ROAD,2017,1,0.0,0.0,0.0
- 6640 TAYLOR ROAD,2018,1,0.0,0.0,0.0
- 6640 TAYLOR ROAD,2019,1,0.0,0.0,0.0
- 6640 TAYLOR ROAD,2020,1,0.0,0.0,0.0
- 6640 TAYLOR ROAD,2021,1,0.0,0.0,0.0
- 6640 TAYLOR ROAD,2022,1,0.0,0.0,0.0
- 6640 TAYLOR ROAD,2023,1,0.0,0.0,0.0
- 6640 TAYLOR ROAD,2024,1,0.0,0.0,0.0
- 667 EASTGATE PW,2022,1,0.0,0.0,0.0
- 667 EASTGATE PW,2023,1,0.0,0.0,0.0
- 667 EASTGATE PW,2024,1,0.0,0.0,0.0
- 6755 TAYLOR ROAD,2017,1,0.0,0.0,0.0
- 6755 TAYLOR ROAD,2018,1,0.0,0.0,0.0
- 6755 TAYLOR ROAD,2019,1,0.0,0.0,0.0
- 6755 TAYLOR ROAD,2020,1,0.0,0.0,0.0
- 6755 TAYLOR ROAD,2021,1,0.0,0.0,0.0
- 6755 TAYLOR ROAD,2022,1,0.0,0.0,0.0
- 6755 TAYLOR ROAD,2023,1,0.0,0.0,0.0
- 6755 TAYLOR ROAD,2024,1,0.0,0.0,0.0
- 6800 KILOWATT CR,2016,1,0.0,0.0,0.0
- 6800 KILOWATT CR,2017,1,0.0,0.0,0.0
- 6800 KILOWATT CR,2018,1,0.0,0.0,0.0
- 6800 KILOWATT CR,2019,1,0.0,0.0,0.0
- 6800 KILOWATT CR,2020,1,0.0,0.0,0.0
- 6800 KILOWATT CR,2021,1,0.0,0.0,0.0
- 6800 KILOWATT CR,2022,1,0.0,0.0,0.0
- 6800 KILOWATT CR,2023,1,0.0,0.0,0.0
- 6800 KILOWATT CR,2024,1,0.0,0.0,0.0
- 741 PARK COURT,2016,1,0.0,0.0,0.0
- 741 PARK COURT,2017,1,0.0,0.0,0.0
- 741 PARK COURT,2018,1,0.0,0.0,0.0
- 741 PARK COURT,2019,1,0.0,0.0,0.0
- 741 PARK COURT,2020,1,0.0,0.0,0.0
- 741 PARK COURT,2021,1,0.0,0.0,0.0
- 741 PARK COURT,2022,1,0.0,0.0,0.0
- 741 PARK COURT,2023,1,0.0,0.0,0.0
- 741 PARK COURT,2024,1,0.0,0.0,0.0
- 8173 BROAD STREET,2017,1,0.0,0.0,0.0
- 8173 BROAD STREET,2018,1,0.0,0.0,0.0
- 8173 BROAD STREET,2019,1,0.0,0.0,0.0
- 8173 BROAD STREET,2020,1,0.0,0.0,0.0
- 8173 BROAD STREET,2021,1,0.0,0.0,0.0
- 8173 BROAD STREET,2022,1,0.0,0.0,0.0
- 8173 BROAD STREET,2023,1,0.0,0.0,0.0
- 8173 BROAD STREET,2024,1,0.0,0.0,0.0
- 841 TAYLOR STATION ROAD,2016,1,0.0,0.0,0.0
- 841 TAYLOR STATION ROAD,2017,1,0.0,0.0,0.0
- 841 TAYLOR STATION ROAD,2018,1,0.0,0.0,0.0
- 841 TAYLOR STATION ROAD,2019,1,0.0,0.0,0.0
- 841 TAYLOR STATION ROAD,2020,1,0.0,0.0,0.0
- 841 TAYLOR STATION ROAD,2021,1,0.0,0.0,0.0
- 841 TAYLOR STATION ROAD,2022,1,0.0,0.0,0.0
- 841 TAYLOR STATION ROAD,2023,1,0.0,0.0,0.0
- 841 TAYLOR STATION ROAD,2024,1,0.0,0.0,0.0
- 8525 BROAD STREET,2017,1,0.0,0.0,0.0
- 8525 BROAD STREET,2019,1,0.0,0.0,0.0
- 8525 BROAD STREET,2020,1,0.0,0.0,0.0
- 8525 BROAD STREET,2021,1,0.0,0.0,0.0
- 8525 BROAD STREET,2022,1,0.0,0.0,0.0
- 8525 BROAD STREET,2023,1,0.0,0.0,0.0
- 8525 BROAD STREET,2024,1,0.0,0.0,0.0
-328N HAMILTON ROAD,2014,1,0.0,0.0,0.0
-328N HAMILTON ROAD,2015,1,0.0,0.0,0.0
-525E BROAD STREET,2014,1,0.0,0.0,0.0
-525E BROAD STREET,2015,1,0.0,0.0,0.0
-565 REYN NEW ALBANY ROAD,2014,1,993.0,0.0,0.0
-565 REYN NEW ALBANY ROAD,2015,1,993.0,0.0,0.0
-596 REYN NEW ALBANY ROAD,2014,1,0.0,0.0,0.0
-596 REYN NEW ALBANY ROAD,2015,1,0.0,0.0,0.0
-625 KARSTEN PL,2014,1,0.0,0.0,0.0
-625 KARSTEN PL,2015,1,0.0,0.0,0.0
-640 TAYLOR ROAD,2014,1,0.0,0.0,0.0
-640 TAYLOR ROAD,2015,1,0.0,0.0,0.0
-741 JOHNSTOWN ROAD,2014,1,0.0,0.0,0.0
-741 JOHNSTOWN ROAD,2015,1,0.0,0.0,0.0
-800 KILOWATT CR,2014,1,0.0,0.0,0.0
-800 KILOWATT CR,2015,1,0.0,0.0,0.0
-841 TAYLOR STATION ROAD,2014,1,0.0,0.0,0.0
-841 TAYLOR STATION ROAD,2015,1,0.0,0.0,0.0
3233,2016,1,0.0,0.0,0.0
ABBERLEY DRIVE,2024,21,0.0,0.0,0.0
AIKEN PL,2014,1,2598.0,0.0,0.0
AIKEN PL,2015,1,2598.0,0.0,0.0
AIKEN PL,2016,5,0.0,0.0,0.0
AIKEN PL,2017,5,12682.0,0.0,0.0
AIKEN PL,2018,5,12682.0,0.0,0.0
AIKEN PL,2019,5,12682.0,0.0,1.0
AIKEN PL,2020,5,12682.0,0.0,0.0
AIKEN PL,2021,5,12682.0,0.0,0.0
AIKEN PL,2022,5,12682.0,0.0,0.0
AIKEN PL,2023,5,12682.0,0.0,0.0
AIKEN PL,2024,5,12682.0,0.0,0.0
AIKENS DRIVE,2016,1,0.0,0.0,0.0
AIKENS DRIVE,2017,1,2371.0,0.0,0.0
AIKENS DRIVE,2018,1,2371.0,0.0,0.0
AIKENS DRIVE,2019,1,2371.0,0.0,0.0
AIKENS DRIVE,2020,1,2371.0,0.0,0.0
AIKENS DRIVE,2021,1,2371.0,0.0,0.0
AIKENS DRIVE,2022,1,2371.0,0.0,0.0
AIKENS DRIVE,2023,1,2371.0,0.0,0.0
AIKENS DRIVE,2024,1,2371.0,0.0,0.0
AIKENS PL,2016,1,0.0,0.0,0.0
AIKENS PL,2017,1,2437.0,0.0,0.0
AIKENS PL,2018,1,2437.0,0.0,0.0
AIKENS PL,2019,1,2437.0,0.0,0.0
AIKENS PL,2020,1,2437.0,0.0,0.0
AIKENS PL,2021,1,2437.0,0.0,0.0
AIKENS PL,2022,1,2437.0,0.0,0.0
AIKENS PL,2023,1,2437.0,0.0,0.0
AIKENS PL,2024,1,2437.0,0.0,0.0
AL,2014,5,2850.0,0.0,0.0
AL,2015,5,2850.0,0.0,0.0
AL,2016,2,0.0,0.0,0.0
AL,2017,3,1814.0,0.0,0.0
AL,2018,3,1814.0,0.0,0.0
AL,2019,3,1814.0,0.0,0.0
AL,2020,3,1814.0,0.0,0.0
AL,2021,3,1814.0,0.0,0.0
AL,2022,3,1814.0,0.0,0.0
AL,2023,3,840.0,0.0,0.0
AL,2024,3,840.0,0.0,0.0
ALLEY DRIVE,2016,2,0.0,0.0,0.0
ALLEY DRIVE,2017,2,1708.0,0.0,0.0
ALLEY DRIVE,2018,2,1708.0,0.0,0.0
ALLEY DRIVE,2019,2,1708.0,0.0,0.0
ALLEY DRIVE,2020,2,1708.0,0.0,0.0
ALLEY DRIVE,2021,2,1708.0,0.0,0.0
ALLEY DRIVE,2022,2,1708.0,0.0,0.0
ALLEY DRIVE,2023,2,1708.0,0.0,0.0
ALLEY DRIVE,2024,2,1708.0,0.0,0.0
ALMOND PARK DRIVE,2014,18,39894.0,0.0,0.0
ALMOND PARK DRIVE,2015,18,39894.0,0.0,0.0
ALMOND PARK DRIVE,2016,20,0.0,0.0,0.0
ALMOND PARK DRIVE,2017,20,42033.0,0.0,0.0
ALMOND PARK DRIVE,2018,20,42033.0,0.0,0.0
ALMOND PARK DRIVE,2019,20,42033.0,0.0,1.0
ALMOND PARK DRIVE,2020,20,42033.0,0.0,3.0
ALMOND PARK DRIVE,2021,20,42033.0,0.0,1.0
ALMOND PARK DRIVE,2022,20,42033.0,0.0,16.0
ALMOND PARK DRIVE,2023,20,42033.0,0.0,26.0
ALMOND PARK DRIVE,2024,19,39856.0,0.0,23.0
ALTON DRIVE,2016,1,0.0,0.0,0.0
ALTON DRIVE,2017,1,2128.0,0.0,0.0
ALTON DRIVE,2018,1,2128.0,0.0,0.0
ALTON DRIVE,2019,1,2128.0,0.0,0.0
ALTON DRIVE,2020,1,2128.0,0.0,0.0
ALTON DRIVE,2021,1,2128.0,0.0,0.0
ALTON DRIVE,2022,1,2128.0,0.0,0.0
ALTON DRIVE,2023,1,2128.0,0.0,0.0
ALTON DRIVE,2024,1,2128.0,0.0,0.0
ALTONA DRIVE,2014,23,14602.0,0.0,0.0
ALTONA DRIVE,2015,23,14602.0,0.0,0.0
ALTONA DRIVE,2016,18,0.0,0.0,0.0
ALTONA DRIVE,2017,18,35005.0,0.0,0.0
ALTONA DRIVE,2018,18,35005.0,0.0,0.0
ALTONA DRIVE,2019,18,35005.0,0.0,0.0
ALTONA DRIVE,2020,18,35005.0,0.0,0.0
ALTONA DRIVE,2021,18,35005.0,0.0,0.0
ALTONA DRIVE,2022,18,35005.0,0.0,0.0
ALTONA DRIVE,2023,18,35005.0,0.0,0.0
ALTONA DRIVE,2024,18,35005.0,0.0,0.0
ALTONA ROAD,2016,4,0.0,0.0,0.0
ALTONA ROAD,2017,4,6986.0,0.0,0.0
ALTONA ROAD,2018,4,6986.0,0.0,0.0
ALTONA ROAD,2019,4,6986.0,0.0,0.0
ALTONA ROAD,2020,4,6986.0,0.0,0.0
ALTONA ROAD,2021,4,6986.0,0.0,0.0
ALTONA ROAD,2022,4,6986.0,0.0,0.0
ALTONA ROAD,2023,4,6986.0,0.0,0.0
ALTONA ROAD,2024,4,6986.0,0.0,0.0
ALY DAR LANE,2014,7,19398.0,0.0,0.0
ALY DAR LANE,2015,7,19398.0,0.0,0.0
ALY DAR LANE,2016,7,0.0,0.0,0.0
ALY DAR LANE,2017,7,19398.0,0.0,0.0
ALY DAR LANE,2018,7,19398.0,0.0,2.0
ALY DAR LANE,2019,7,19398.0,0.0,0.0
ALY DAR LANE,2020,7,19398.0,0.0,0.0
ALY DAR LANE,2021,7,19398.0,0.0,1.0
ALY DAR LANE,2022,7,19398.0,0.0,1.0
ALY DAR LANE,2023,7,19398.0,0.0,0.0
ALY DAR LANE,2024,7,19398.0,0.0,0.0
ANSANTE DRIVE,2024,28,0.0,0.0,4.0
ARBOR LANE,2019,15,3968.0,0.0,0.0
ARBOR LANE,2020,15,31775.0,0.0,1.0
ARBOR LANE,2021,15,46139.0,0.0,0.0
ARBOR LANE,2022,15,53875.0,0.0,3.0
ARBOR LANE,2023,15,53770.0,0.0,0.0
ARBOR LANE,2024,15,53770.0,0.0,1.0
ASDEN COURT,2014,23,58680.0,0.0,0.0
ASDEN COURT,2015,23,58680.0,0.0,0.0
ASDEN COURT,2016,23,0.0,0.0,0.0
ASDEN COURT,2017,23,55608.0,0.0,0.0
ASDEN COURT,2018,23,55608.0,0.0,2.0
ASDEN COURT,2019,23,55608.0,0.0,1.0
ASDEN COURT,2020,23,55608.0,0.0,3.0
ASDEN COURT,2021,23,55608.0,0.0,1.0
ASDEN COURT,2022,23,55608.0,0.0,3.0
ASDEN COURT,2023,23,56129.0,0.0,6.0
ASDEN COURT,2024,23,56129.0,0.0,9.0
ASH GROVE DRIVE,2022,8,0.0,0.0,0.0
ASH GROVE DRIVE,2023,9,13670.0,0.0,1.0
ASH GROVE DRIVE,2024,9,18532.0,0.0,1.0
ASHCRAFT AV,2014,12,0.0,0.0,0.0
ASHCRAFT AV,2015,12,0.0,0.0,0.0
ASHCRAFT AV,2016,12,0.0,0.0,0.0
ASHCRAFT AV,2017,12,23369.0,0.0,0.0
ASHCRAFT AV,2018,12,23369.0,0.0,0.0
ASHCRAFT AV,2019,12,23369.0,0.0,0.0
ASHCRAFT AV,2020,12,23369.0,0.0,0.0
ASHCRAFT AV,2021,12,23369.0,0.0,0.0
ASHCRAFT AV,2022,12,23369.0,0.0,0.0
ASHCRAFT AV,2023,12,23369.0,0.0,0.0
ASHCRAFT AV,2024,12,23369.0,0.0,0.0
ASHCROFT DRIVE,2014,9,20497.0,0.0,0.0
ASHCROFT DRIVE,2015,9,20497.0,0.0,0.0
ASHCROFT DRIVE,2016,9,0.0,0.0,0.0
ASHCROFT DRIVE,2017,9,20627.0,0.0,0.0
ASHCROFT DRIVE,2018,9,20627.0,0.0,0.0
ASHCROFT DRIVE,2019,9,20627.0,0.0,0.0
ASHCROFT DRIVE,2020,9,20627.0,0.0,0.0
ASHCROFT DRIVE,2021,9,20627.0,0.0,0.0
ASHCROFT DRIVE,2022,9,20627.0,0.0,1.0
ASHCROFT DRIVE,2023,9,20655.0,0.0,1.0
ASHCROFT DRIVE,2024,9,20655.0,0.0,3.0
ASHCROFT LP,2014,15,37597.0,0.0,0.0
ASHCROFT LP,2015,15,37597.0,0.0,0.0
ASHCROFT LP,2016,15,0.0,0.0,0.0
ASHCROFT LP,2017,15,39057.0,0.0,0.0
ASHCROFT LP,2018,15,39057.0,0.0,0.0
ASHCROFT LP,2019,15,39057.0,0.0,0.0
ASHCROFT LP,2020,15,39057.0,0.0,0.0
ASHCROFT LP,2021,15,39057.0,0.0,0.0
ASHCROFT LP,2022,15,39057.0,0.0,0.0
ASHCROFT LP,2023,15,37639.0,0.0,0.0
ASHCROFT LP,2024,15,37639.0,0.0,0.0
ASHEDEN DRIVE,2016,1,0.0,0.0,0.0
ASHEDEN DRIVE,2017,1,2232.0,0.0,0.0
ASHEDEN DRIVE,2018,1,2232.0,0.0,0.0
ASHEDEN DRIVE,2019,1,2232.0,0.0,0.0
ASHEDEN DRIVE,2020,1,2232.0,0.0,0.0
ASHEDEN DRIVE,2023,1,2232.0,0.0,0.0
ASHEDEN DRIVE,2024,1,2232.0,0.0,0.0
ASHENDEN DRIVE,2014,76,0.0,0.0,0.0
ASHENDEN DRIVE,2015,76,0.0,0.0,0.0
ASHENDEN DRIVE,2016,71,0.0,0.0,0.0
ASHENDEN DRIVE,2017,75,138985.0,0.0,0.0
ASHENDEN DRIVE,2018,75,138985.0,0.0,0.0
ASHENDEN DRIVE,2019,75,138985.0,0.0,1.0
ASHENDEN DRIVE,2020,75,138985.0,0.0,2.0
ASHENDEN DRIVE,2021,76,141178.0,0.0,1.0
ASHENDEN DRIVE,2022,76,141178.0,0.0,2.0
ASHENDEN DRIVE,2023,75,138946.0,0.0,2.0
ASHENDEN DRIVE,2024,75,138946.0,0.0,2.0
ASHLEY MEADOW DRIVE,2014,18,37616.0,0.0,0.0
ASHLEY MEADOW DRIVE,2015,18,37616.0,0.0,0.0
ASHLEY MEADOW DRIVE,2016,18,0.0,0.0,0.0
ASHLEY MEADOW DRIVE,2017,18,34802.0,0.0,0.0
ASHLEY MEADOW DRIVE,2018,18,34802.0,0.0,1.0
ASHLEY MEADOW DRIVE,2019,18,34802.0,0.0,1.0
ASHLEY MEADOW DRIVE,2020,18,34802.0,0.0,0.0
ASHLEY MEADOW DRIVE,2021,18,34802.0,0.0,1.0
ASHLEY MEADOW DRIVE,2022,18,34802.0,0.0,1.0
ASHLEY MEADOW DRIVE,2023,18,34802.0,0.0,0.0
ASHLEY MEADOW DRIVE,2024,18,34802.0,0.0,0.0
ASPEN RIDGE DRIVE,2014,41,72023.0,0.0,0.0
ASPEN RIDGE DRIVE,2015,41,72023.0,0.0,0.0
ASPEN RIDGE DRIVE,2016,41,0.0,0.0,0.0
ASPEN RIDGE DRIVE,2017,41,72616.0,0.0,0.0
ASPEN RIDGE DRIVE,2018,41,72616.0,0.0,0.0
ASPEN RIDGE DRIVE,2019,41,72616.0,0.0,2.0
ASPEN RIDGE DRIVE,2020,41,72616.0,0.0,2.0
ASPEN RIDGE DRIVE,2021,41,72783.0,0.0,0.0
ASPEN RIDGE DRIVE,2022,41,72783.0,0.0,7.0
ASPEN RIDGE DRIVE,2023,41,72783.0,0.0,4.0
ASPEN RIDGE DRIVE,2024,41,72783.0,0.0,0.0
ASTRA COURT,2014,4,8040.0,0.0,0.0
ASTRA COURT,2015,4,8040.0,0.0,0.0
ASTRA COURT,2016,4,0.0,0.0,0.0
ASTRA COURT,2017,4,8040.0,0.0,0.0
ASTRA COURT,2018,4,8040.0,0.0,0.0
ASTRA COURT,2019,4,8040.0,0.0,0.0
ASTRA COURT,2020,4,8040.0,0.0,0.0
ASTRA COURT,2021,4,8040.0,0.0,0.0
ASTRA COURT,2022,4,8040.0,0.0,0.0
ASTRA COURT,2023,4,8040.0,0.0,0.0
ASTRA COURT,2024,4,8040.0,0.0,0.0
ASTRA CR,2014,61,123918.0,0.0,0.0
ASTRA CR,2015,61,123918.0,0.0,0.0
ASTRA CR,2016,61,0.0,0.0,0.0
ASTRA CR,2017,61,123918.0,0.0,0.0
ASTRA CR,2018,56,114217.0,0.0,0.0
ASTRA CR,2019,61,123918.0,0.0,0.0
ASTRA CR,2020,61,123918.0,0.0,0.0
ASTRA CR,2021,61,123874.0,0.0,0.0
ASTRA CR,2022,61,123874.0,0.0,0.0
ASTRA CR,2023,61,123874.0,0.0,0.0
ASTRA CR,2024,61,123874.0,0.0,0.0
AV,2016,2,0.0,0.0,0.0
BABBITT ROAD,2014,10,21602.0,0.0,0.0
BABBITT ROAD,2015,10,21602.0,0.0,0.0
BABBITT ROAD,2016,10,0.0,0.0,0.0
BABBITT ROAD,2017,11,25969.0,0.0,0.0
BABBITT ROAD,2018,8,18129.0,0.0,3.0
BABBITT ROAD,2019,11,25969.0,0.0,2.0
BABBITT ROAD,2020,11,25969.0,0.0,1.0
BABBITT ROAD,2021,11,25969.0,0.0,0.0
BABBITT ROAD,2022,11,25969.0,0.0,3.0
BABBITT ROAD,2023,11,25599.0,0.0,2.0
BABBITT ROAD,2024,11,25599.0,0.0,2.0
BAGENDON DRIVE,2024,2,0.0,0.0,0.0
BATESVILLE DRIVE,2020,14,0.0,0.0,0.0
BATESVILLE DRIVE,2021,16,0.0,0.0,0.0
BATESVILLE DRIVE,2022,29,55988.0,0.0,5.0
BATESVILLE DRIVE,2023,30,66873.0,0.0,2.0
BATESVILLE DRIVE,2024,30,67022.0,0.0,6.0
BEARDLEY AV,2016,1,0.0,0.0,0.0
BEARDLEY AV,2017,1,2312.0,0.0,0.0
BEARDLEY AV,2018,1,2312.0,0.0,0.0
BEARDLEY AV,2019,1,2312.0,0.0,0.0
BEARDLEY AV,2020,1,2312.0,0.0,0.0
BEARDLEY AV,2021,1,2312.0,0.0,0.0
BEARDSLEY AV,2014,36,83832.0,0.0,0.0
BEARDSLEY AV,2015,36,83832.0,0.0,0.0
BEARDSLEY AV,2016,33,0.0,0.0,0.0
BEARDSLEY AV,2017,33,77308.0,0.0,0.0
BEARDSLEY AV,2018,33,77308.0,0.0,0.0
BEARDSLEY AV,2019,33,77308.0,0.0,0.0
BEARDSLEY AV,2020,33,77308.0,0.0,0.0
BEARDSLEY AV,2021,33,77308.0,0.0,0.0
BEARDSLEY AV,2022,34,79620.0,0.0,0.0
BEARDSLEY AV,2023,34,79620.0,0.0,0.0
BEARDSLEY AV,2024,34,79620.0,0.0,0.0
BEARDSLEY DRIVE,2016,1,0.0,0.0,0.0
BEARDSLEY DRIVE,2017,1,1680.0,0.0,0.0
BEARDSLEY DRIVE,2018,1,1680.0,0.0,0.0
BEARDSLEY DRIVE,2019,1,1680.0,0.0,0.0
BEARDSLEY DRIVE,2020,1,1680.0,0.0,0.0
BEARDSLEY DRIVE,2021,1,1680.0,0.0,0.0
BEARDSLEY DRIVE,2022,1,1680.0,0.0,0.0
BEARDSLEY DRIVE,2023,1,1680.0,0.0,0.0
BEARDSLEY DRIVE,2024,1,1680.0,0.0,0.0
BEECH KNOLL AV,2014,1,2627.0,0.0,0.0
BEECH KNOLL AV,2015,1,2627.0,0.0,0.0
BEECH KNOLL AV,2016,1,0.0,0.0,0.0
BEECH KNOLL AV,2017,1,2627.0,0.0,0.0
BEECH KNOLL AV,2018,1,2627.0,0.0,0.0
BEECH KNOLL AV,2019,1,2627.0,0.0,0.0
BEECH KNOLL AV,2020,1,2627.0,0.0,0.0
BEECH KNOLL AV,2021,1,2627.0,0.0,0.0
BEECH KNOLL AV,2022,1,2627.0,0.0,0.0
BEECH KNOLL AV,2023,1,2627.0,0.0,0.0
BEECH KNOLL AV,2024,1,2627.0,0.0,0.0
BELANGEE DRIVE,2014,15,27887.0,0.0,0.0
BELANGEE DRIVE,2015,15,27887.0,0.0,0.0
BELANGEE DRIVE,2016,16,0.0,0.0,0.0
BELANGEE DRIVE,2017,16,31282.0,0.0,0.0
BELANGEE DRIVE,2018,16,31282.0,0.0,0.0
BELANGEE DRIVE,2019,16,31282.0,0.0,0.0
BELANGEE DRIVE,2020,16,31282.0,0.0,0.0
BELANGEE DRIVE,2021,16,31282.0,0.0,0.0
BELANGEE DRIVE,2022,16,31282.0,0.0,3.0
BELANGEE DRIVE,2023,16,31282.0,0.0,0.0
BELANGEE DRIVE,2024,16,31282.0,0.0,1.0
BELHAVEN COURT,2022,8,0.0,0.0,0.0
BELHAVEN COURT,2023,8,20478.0,0.0,1.0
BELHAVEN COURT,2024,7,18050.0,0.0,0.0
BELHAVEN DRIVE,2022,19,0.0,0.0,4.0
BELHAVEN DRIVE,2023,23,48925.0,0.0,3.0
BELHAVEN DRIVE,2024,24,51401.0,0.0,10.0
BEN HALE COURT,2023,25,0.0,0.0,0.0
BEN HALE COURT,2024,19,6961.0,0.0,2.0
BENHALE COURT,2024,6,0.0,0.0,0.0
BENT MAPLE COURT,2014,13,27589.0,0.0,0.0
BENT MAPLE COURT,2015,13,27589.0,0.0,0.0
BENT MAPLE COURT,2016,12,0.0,0.0,0.0
BENT MAPLE COURT,2017,12,25425.0,0.0,0.0
BENT MAPLE COURT,2018,12,25425.0,0.0,0.0
BENT MAPLE COURT,2019,12,25425.0,0.0,0.0
BENT MAPLE COURT,2020,12,25425.0,0.0,0.0
BENT MAPLE COURT,2021,12,25425.0,0.0,0.0
BENT MAPLE COURT,2022,12,25425.0,0.0,2.0
BENT MAPLE COURT,2023,12,25389.0,0.0,0.0
BENT MAPLE COURT,2024,13,27566.0,0.0,3.0
BENT MAPLE DRIVE,2014,22,41858.0,0.0,0.0
BENT MAPLE DRIVE,2015,22,41858.0,0.0,0.0
BENT MAPLE DRIVE,2016,22,0.0,0.0,0.0
BENT MAPLE DRIVE,2017,22,50707.0,0.0,0.0
BENT MAPLE DRIVE,2018,22,50707.0,0.0,0.0
BENT MAPLE DRIVE,2019,22,50707.0,0.0,2.0
BENT MAPLE DRIVE,2020,22,50707.0,0.0,0.0
BENT MAPLE DRIVE,2021,22,50707.0,0.0,2.0
BENT MAPLE DRIVE,2022,22,50707.0,0.0,6.0
BENT MAPLE DRIVE,2023,22,50483.0,0.0,7.0
BENT MAPLE DRIVE,2024,22,50483.0,0.0,6.0
BIG WOOD LP 104,2023,1,0.0,0.0,0.0
BIG WOOD LP 107,2023,1,0.0,0.0,0.0
BIG WOOD LP 108,2023,1,0.0,0.0,0.0
BIGWOOD LOOP,2024,63,53136.0,0.0,11.0
BIGWOOD LP,2024,1,680.0,0.0,0.0
BIGWOOD LP 101,2023,4,0.0,0.0,0.0
BIGWOOD LP 102,2023,4,0.0,0.0,0.0
BIGWOOD LP 103,2023,4,0.0,0.0,0.0
