month,total_runs,sqft_use_100,sqft_use_101,sqft_use_110,sqft_use_111,sqft_use_112,sqft_use_122,sqft_use_123,sqft_use_199,sqft_use_300,sqft_use_330,sqft_use_340,sqft_use_350,sqft_use_351,sqft_use_355,sqft_use_370,sqft_use_399,sqft_use_400,sqft_use_401,sqft_use_403,sqft_use_407,sqft_use_409,sqft_use_413,sqft_use_417,sqft_use_420,sqft_use_421,sqft_use_422,sqft_use_426,sqft_use_429,sqft_use_430,sqft_use_435,sqft_use_442,sqft_use_443,sqft_use_444,sqft_use_447,sqft_use_452,sqft_use_455,sqft_use_456,sqft_use_458,sqft_use_463,sqft_use_465,sqft_use_468,sqft_use_470,sqft_use_471,sqft_use_479,sqft_use_480,sqft_use_481,sqft_use_489,sqft_use_495,sqft_use_499,sqft_use_500,sqft_use_501,sqft_use_502,sqft_use_503,sqft_use_504,sqft_use_505,sqft_use_510,sqft_use_511,sqft_use_512,sqft_use_513,sqft_use_514,sqft_use_515,sqft_use_521,sqft_use_522,sqft_use_534,sqft_use_540,sqft_use_550,sqft_use_551,sqft_use_553,sqft_use_599,sqft_use_620,sqft_use_630,sqft_use_640,sqft_use_650,sqft_use_660,sqft_use_680,sqft_use_685,sqft_use_690,sqft_use_840,sqft_use_899,total_certified_beds,avg_residents
2021-02-01,118,0.0,18332.0,0.0,1832.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,1685.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,10392368.0,1595433.0,112070.0,18239.0,13441.0,4022.0,0.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,136641.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,50,0.0
2021-03-01,169,0.0,18332.0,0.0,1832.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,1685.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,10392577.0,1595433.0,112070.0,18239.0,13441.0,4022.0,0.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,136641.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,0.0
2021-04-01,146,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,1685.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,101923.0,8491.0,0.0,0.0,0.0,0.0,10393105.0,1594192.0,112070.0,18239.0,13441.0,4022.0,0.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,151959.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,0.0
2021-05-01,182,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,1685.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,359318.0,11820.0,0.0,0.0,0.0,0.0,10392851.0,1594538.0,112070.0,18239.0,13441.0,4022.0,0.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,165283.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,0.0
2021-06-01,170,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,1685.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,385346.0,20244.0,0.0,0.0,0.0,0.0,10392386.0,1596450.0,112070.0,18239.0,13441.0,4022.0,0.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,166454.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,0.0
2021-07-01,177,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,1685.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,384592.0,20244.0,0.0,0.0,0.0,0.0,10391073.0,1596594.0,112070.0,18239.0,13441.0,4022.0,0.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,166545.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,5.6
2021-08-01,202,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,1685.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,384592.0,20244.0,0.0,0.0,0.0,0.0,10390736.0,1596814.0,112070.0,18239.0,13441.0,4022.0,0.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,166545.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,5.6
2021-09-01,184,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,1685.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,384093.0,20244.0,0.0,0.0,0.0,0.0,10391685.0,1592019.0,112070.0,18239.0,13441.0,4022.0,0.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,165854.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,5.6
2021-10-01,177,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,1685.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,384093.0,20244.0,0.0,0.0,0.0,0.0,10393395.0,1591075.0,112070.0,18239.0,13441.0,4022.0,0.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,161395.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,17.3
2021-11-01,213,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,1685.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,383498.0,16535.0,0.0,0.0,0.0,0.0,10393395.0,1591075.0,112070.0,18239.0,13441.0,4022.0,0.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,161395.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,17.3
2021-12-01,233,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,10833962.0,1625440.0,122621.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,75159.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,50,0.0
2022-01-01,209,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,10833962.0,1625440.0,122621.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,75159.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,24.5
2022-02-01,161,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,10833962.0,1625440.0,122621.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,75159.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,24.5
2022-03-01,159,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,10831004.0,1625440.0,122621.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,75159.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,24.5
2022-04-01,163,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,10831004.0,1625440.0,122621.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,75159.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,31.8
2022-05-01,198,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,10831004.0,1625440.0,122621.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,75159.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,31.8
2022-06-01,209,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,10831004.0,1625440.0,122621.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,75159.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,31.8
2022-07-01,195,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,49765.0,0.0,0.0,0.0,0.0,0.0,10829301.0,1625440.0,122621.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,81617.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,37.3
2022-08-01,188,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,403524.0,8299.0,0.0,0.0,0.0,0.0,10833157.0,1626017.0,122621.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,139109.0,0.0,2660.0,0.0,5126.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,37.3
2022-09-01,191,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,404252.0,8299.0,0.0,0.0,0.0,0.0,10831815.0,1626622.0,120287.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,136834.0,0.0,2660.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,37.3
2022-10-01,191,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,404252.0,8299.0,0.0,0.0,0.0,0.0,10832422.0,1626622.0,120287.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,136834.0,0.0,2660.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,42.8
2022-11-01,225,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,404252.0,8299.0,0.0,0.0,0.0,0.0,10832906.0,1626622.0,120287.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,719985.0,14862.0,48816.0,136834.0,0.0,2660.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,100,42.8
2022-12-01,181,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11248912.0,1633666.0,120287.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,764450.0,14862.0,202224.0,182496.0,0.0,2660.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,50,0.0
2023-01-01,177,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11248912.0,1633666.0,120287.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,764450.0,14862.0,202224.0,182496.0,0.0,2660.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,48.3
2023-02-01,151,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11248912.0,1633666.0,120287.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,764450.0,14862.0,202224.0,182496.0,0.0,2660.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,48.3
2023-03-01,177,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11248912.0,1633666.0,120287.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,764450.0,14862.0,202224.0,182496.0,0.0,2660.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,48.3
2023-04-01,177,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11248912.0,1633666.0,120287.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,764450.0,14862.0,202224.0,182496.0,0.0,2660.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,49.2
2023-05-01,165,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11248912.0,1633666.0,120287.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,764450.0,14862.0,202224.0,182496.0,0.0,2660.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,49.2
2023-06-01,179,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11248912.0,1637043.0,120287.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,764450.0,14862.0,202224.0,182496.0,0.0,2660.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,49.2
2023-07-01,181,0.0,17108.0,0.0,0.0,3427.0,18708.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11248912.0,1637043.0,119279.0,18239.0,13441.0,4022.0,1188.0,800.0,5322.0,0.0,764450.0,14862.0,202224.0,182496.0,0.0,2660.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,46.0
2023-08-01,167,0.0,17130.0,0.0,0.0,3427.0,18674.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,310922.0,0.0,1608.0,0.0,0.0,0.0,11248711.0,1638662.0,118350.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,764450.0,14862.0,202224.0,222828.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,46.0
2023-09-01,193,0.0,17130.0,0.0,0.0,3427.0,18673.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,310923.0,0.0,1608.0,0.0,0.0,0.0,11245669.0,1638664.0,118350.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,764450.0,14862.0,202224.0,222827.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,46.0
2023-10-01,175,0.0,17130.0,0.0,0.0,3427.0,18673.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,310923.0,0.0,1608.0,0.0,0.0,0.0,11244433.0,1638664.0,118350.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,764450.0,14862.0,202224.0,222827.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,45.2
2023-11-01,168,0.0,17130.0,0.0,0.0,3427.0,18673.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,310923.0,0.0,1608.0,0.0,0.0,0.0,11240987.0,1638626.0,118350.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,764450.0,14862.0,202224.0,222827.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,45.2
2023-12-01,164,0.0,17130.0,0.0,0.0,3427.0,11086.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,41187.0,0.0,0.0,0.0,0.0,0.0,11641288.0,1652766.0,124291.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,863886.0,7866.0,202224.0,131963.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,58,0.0
2024-01-01,178,0.0,17130.0,0.0,0.0,3427.0,11086.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,59736.0,0.0,0.0,0.0,0.0,0.0,11641328.0,1652766.0,124291.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,863886.0,7866.0,202224.0,131963.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,44.0
2024-02-01,196,0.0,17130.0,0.0,0.0,3427.0,11086.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,172217.0,10110.0,0.0,0.0,0.0,0.0,11639259.0,1652852.0,124291.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,863886.0,7866.0,202224.0,131963.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,44.0
