.model,.type,ME,RMSE,MAE,MPE,MAPE,MASE,RMSSE,ACF1
arimax,Test,-9.210709131413994,21.179967587025494,17.009555846590388,-6.843830866659705,10.341071546111003,NA,NA,-0.125574735542562
